"race","strategy","tier","skill","source_file","status","memo"
"東京 芝 1800m","逃げ","recommended","英俊豪傑","recommended\スクリーンショット 2026-08-25 020501.png","ready","manual_fix:英姿颯爽->英俊豪傑"
"東京 芝 1800m","逃げ","recommended","比類なき","recommended\スクリーンショット 2026-08-25 020501.png","ready",""
"東京 芝 1800m","逃げ","recommended","この手に掴んだ未来","recommended\スクリーンショット 2026-08-25 020501.png","ready",""
"東京 芝 1800m","逃げ","recommended","解き放つ情念","recommended\スクリーンショット 2026-08-25 020501.png","ready",""
"東京 芝 1800m","逃げ","recommended","好奇心","recommended\スクリーンショット 2026-08-25 020501.png","ready",""
"東京 芝 1800m","逃げ","recommended","心惹かれて","recommended\スクリーンショット 2026-08-25 020501.png","ready","manual_fix:心無しかれて->心惹かれて"
"東京 芝 1800m","逃げ","recommended","まばたき厳禁！","recommended\スクリーンショット 2026-08-25 020501.png","draft",""
"東京 芝 1800m","逃げ","recommended","シビれる走り","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","燃ゆる魂","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","灯を胸に","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","順風満帆","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","気持ちを乗せて","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","逃げるが勝ち！","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","元気溌剌","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","溌剌","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","前人未到","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","巨歩","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","阿吽の呼吸","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","弾みをつけて","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","ポイントマン","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","奥の手","recommended\スクリーンショット 2026-08-25 020511.png","ready",""
"東京 芝 1800m","逃げ","recommended","連綿","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","素質の証明","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","前だけ見据えて","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","レースの真髄・速","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","レースの真髄・体","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","いつまでも健やかに","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","recommended","極上の感謝を！","recommended\スクリーンショット 2026-08-25 020517.png","draft",""
"東京 芝 1800m","逃げ","recommended","恩返し、召し上がれ","recommended\スクリーンショット 2026-08-25 020517.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","左回り◎","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","左回り○","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","秋ウマ娘◎","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","秋ウマ娘○","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","先手必勝","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","先駆け","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","マイル直線◎","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","マイル直線○","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","マイルコーナー◎","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","マイルコーナー○","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","逃げ直線◎","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","逃げ直線○","super\スクリーンショット 2026-08-25 020354.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","逃げコーナー◎","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","逃げコーナー○","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","地固め","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","盤石の構え","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","尻尾上がり","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","尻尾の滝登り","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","ハイボルテージ","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","心弾んで","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","猪突猛進","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","押しの一手","super\スクリーンショット 2026-08-25 020406.png","ready",""
"東京 芝 1800m","逃げ","super_recommended","星の煌き","super\スクリーンショット 2026-08-25 020406.png","draft",""
"東京 芝 1800m","先行","recommended","府中の申し子","recommended\20260825_020609_614.png","draft",""
"東京 芝 1800m","先行","recommended","良バ場の鬼","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","弧線のプロフェッサー","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","コーナー巧者○","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","ハヤテ一文字","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","直線巧者","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","ノンストップガール","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","垂れウマ回避","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","全身全霊","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","末脚","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","マイルの支配者","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","積極策","recommended\20260825_020609_614.png","ready",""
"東京 芝 1800m","先行","recommended","逃げためらい","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","先行ためらい","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","差しためらい","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","追込ためらい","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","ギアチェンジ","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","ギアシフト","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","姉御肌","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","負けん気","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","ウマ好み","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","ウママニア","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","スリップストリーム","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","いいとこ入った！","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","遊びはおしまいっ！","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","お先に失礼っ！","recommended\20260825_020622_146.png","ready",""
"東京 芝 1800m","先行","recommended","至高のダウンヒラー","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","下り坂巧者","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","アンストッパブル","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","攻めの姿勢","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","猛追","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","食らいつき","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","遮二無二","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","向こう見ず","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","優位形成","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","しとやかな足取り","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","神速","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","快速","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","雲蒸竜変","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","自信家","recommended\20260825_020632_510.png","ready",""
"東京 芝 1800m","先行","recommended","ネバーギブアップ","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","十全十美","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","品行方正","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","かっとばせ！","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","機先の勝負","recommended\20260825_020640_979.png","ready","manual_fix:捲土重来の勝負->機先の勝負"
"東京 芝 1800m","先行","recommended","序盤巧者","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","流星光底","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","飛躍の予感","recommended\20260825_020640_979.png","ready","manual_fix:飛騨の予感->飛躍の予感"
"東京 芝 1800m","先行","recommended","正攻法","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","素直な一歩","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","トキメキハート","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","胸の高鳴り","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","豪胆無比","recommended\20260825_020640_979.png","ready",""
"東京 芝 1800m","先行","recommended","後先恐れず","recommended\20260825_020640_979.png","ready","manual_fix:後続恐れず->後先恐れず"
"東京 芝 1800m","先行","recommended","影従打破","recommended\20260825_020652_357.png","ready","manual_fix:影打強破->影従打破"
"東京 芝 1800m","先行","recommended","アグレッシブ","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","ハジける闘志","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","逸る足取り","recommended\20260825_020652_357.png","ready","manual_fix:昂る足取り->逸る足取り"
"東京 芝 1800m","先行","recommended","正々堂々","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","己を信じて","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","猛烈激走","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","みなぎる闘志","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","英姿颯爽","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","比類なき","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","この手に掴んだ未来","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","解き放つ情念","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","好奇心","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","心惹かれて","recommended\20260825_020652_357.png","ready",""
"東京 芝 1800m","先行","recommended","まばたき厳禁！","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","シビれる走り","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","不抜の気概","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","気丈な姿勢","recommended\20260825_020700_679.png","ready","manual_fix:健気な姿勢->気丈な姿勢"
"東京 芝 1800m","先行","recommended","開花","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","目覚めの時","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","迸る気迫","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","意地っ張り","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","力業","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","燃ゆる魂","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","灯を胸に","recommended\20260825_020700_679.png","ready","manual_fix:灯を脚に->灯を胸に"
"東京 芝 1800m","先行","recommended","順風満帆","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","気持ちを乗せて","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","大車輪","recommended\20260825_020700_679.png","ready",""
"東京 芝 1800m","先行","recommended","余勢を駆って","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","行雲流水","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","淀みなし","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","ぶっちぎり！","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","元気溌剌","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","溌剌","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","前人未到","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","巨歩","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","パラダイムシフト","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","阿吽の呼吸","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","大立ち回り","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","流れに任せて","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","憂いなし","recommended\20260825_020709_922.png","ready","manual_fix:愛いなし->憂いなし"
"東京 芝 1800m","先行","recommended","純真無垢","recommended\20260825_020709_922.png","ready",""
"東京 芝 1800m","先行","recommended","ただその先へ","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","連綿","recommended\20260825_020718_843.png","ready","manual_fix:連結->連綿"
"東京 芝 1800m","先行","recommended","素質の証明","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","前だけ見据えて","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","レースの真髄・速","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","レースの真髄・体","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","いつまでも健やかに","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","極上の感謝を！","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","recommended","恩返し、召し上がれ","recommended\20260825_020718_843.png","ready",""
"東京 芝 1800m","先行","super_recommended","左回り◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","秋ウマ娘◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","マイル直線◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","マイルコーナー◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","先行直線◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","先行コーナー◎","super\20260825_020537_477.png","ready",""
"東京 芝 1800m","先行","super_recommended","尻尾上がり","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","尻尾の滝登り","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","鍔迫り合い","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","真っ向勝負","super\20260825_020554_694.png","draft",""
"東京 芝 1800m","先行","super_recommended","ハイボルテージ","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","心弾んで","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","猪突猛進","super\20260825_020554_694.png","ready",""
"東京 芝 1800m","先行","super_recommended","押しの一手","super\20260825_020554_694.png","draft",""
"東京 芝 1800m","先行","super_recommended","星の煌き","super\20260825_020554_694.png","ready","manual_fix:星の輝き->星の煌き"
"東京 芝 1800m","差し","recommended","府中の申し子","recommended\20260825_020812_682.png","draft",""
"東京 芝 1800m","差し","recommended","良バ場の鬼","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","弧線のプロフェッサー","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","コーナー巧者○","recommended\20260825_020812_682.png","draft",""
"東京 芝 1800m","差し","recommended","ハヤテ一文字","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","直線巧者","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","ノンストップガール","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","垂れウマ回避","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","全身全霊","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","末脚","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","迅速果断","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","位置取り押し上げ","recommended\20260825_020812_682.png","ready",""
"東京 芝 1800m","差し","recommended","昇り龍","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","外差し準備","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","慧眼","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","逃げためらい","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","先行ためらい","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","差しためらい","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","追込ためらい","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","姉御肌","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","負けん気","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","布陣","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","布石","recommended\20260825_020822_993.png","ready","manual_fix:不屈->布石"
"東京 芝 1800m","差し","recommended","百万バリキ","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","十万バリキ","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","ウマ好み","recommended\20260825_020822_993.png","ready",""
"東京 芝 1800m","差し","recommended","ウママニア","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","スリップストリーム","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","いいとこ入った！","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","遊びはおしまいっ！","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","お先に失礼っ！","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","大胆不敵","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","恐れぬ心","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","勇往邁進","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","フルスロットル","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","至高のダウンヒラー","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","下り坂巧者","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","猛追","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","食らいつき","recommended\20260825_020831_069.png","ready",""
"東京 芝 1800m","差し","recommended","優位形成","recommended\20260825_020831_069.png","ready",""
