race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,逃げ,recommended,テンポアップ,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,トップランナー,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,スリップストリーム,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,遊びはおしまいっ!,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,至高のダウンヒラー,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,盤石の構え,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,tier_override:super_recommended
東京 芝 2400m,逃げ,super_recommended,キラーチューン,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,recommended,危険回避,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,先頭プライド,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,recommended,いいとこ入った!,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,お先に失礼っ!,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,下り坂巧者,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,逃げ切り体勢,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,tier_override:super_recommended
東京 芝 2400m,逃げ,super_recommended,左回り◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,春ウマ娘◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,先手必勝,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,中距離直線◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,中距離コーナー◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,逃げ直線◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,左回り○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,春ウマ娘○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,先駆け,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,中距離直線○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,中距離コーナー○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,逃げ直線○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,序盤巧者,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,素直な一歩,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,揺るがぬ信念,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,auto_fix:揺るがぬ自信->揺るがぬ信念
東京 芝 2400m,逃げ,super_recommended,早業,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,切り込み隊長,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,英姿颯爽,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,才気煥発,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,正攻法,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,初志貫徹,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,怜悧清澄,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,auto_fix:怜悧狡猾->怜悧清澄
東京 芝 2400m,逃げ,super_recommended,連鎖反応,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,auto_fix:連覇反応->連鎖反応
東京 芝 2400m,逃げ,recommended,後の先,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,破天荒,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,躍動,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,踏ませぬ影,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,優位形成,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,神速,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,ルミネセンス,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,雲蒸竜変,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,ネバーギブアップ,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,品行方正,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,粘り腰,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,しとやかな足取り,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,快速,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,イグニッション,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,自信家,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,十全十美,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,機先の勝負,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,麒麟児,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,この手に掴んだ未来,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,好奇心,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,自由奔放,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,錦上添花,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,燃ゆる魂,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,順風満帆,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,解き放つ情念,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,心惹かれて,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,気ままな足取り,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,千鈞万鑠,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,auto_fix:千両万銭->千鈞万鑠
東京 芝 2400m,逃げ,recommended,華麗な足取り,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,灯を胸に,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,気持ちを乗せて,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,追込,super_recommended,左回り◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,春ウマ娘◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,中距離直線◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,中距離コーナー◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,追込直線◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,追込コーナー◎,スクリーンショット 2026-06-14 010629.png,draft,
東京 芝 2400m,追込,super_recommended,尻尾上がり,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,super_recommended,起死回生,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,super_recommended,君臨,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,super_recommended,垣間見た光,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,super_recommended,星の煌き,スクリーンショット 2026-06-14 010636.png,draft,auto_fix:星の煌めき->星の煌き
東京 芝 2400m,追込,recommended,追込直線○,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,追込コーナー○,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,尻尾の滝登り,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,ワンチャンス,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,渾身の足取り,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,もう一踏ん張り,スクリーンショット 2026-06-14 010636.png,draft,
東京 芝 2400m,追込,recommended,府中の申し子,スクリーンショット 2026-06-14 010641.png,draft,auto_fix:府中◎の申し子->府中の申し子
東京 芝 2400m,追込,recommended,孤線のプロフェッサー,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,ハヤテ一文字,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,ノンストップガール,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,全身全霊,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,疾風怒濤,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,道悪の鬼,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,コーナー巧者○,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,直線巧者,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,垂れウマ回避,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,末脚,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,recommended,仕掛け抜群,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,super_recommended,ウマ好み,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,スリップストリーム,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,遊びはおしまいっ!,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,決死の覚悟,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,強攻策,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,前のめり,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,下り坂巧者,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ウママニア,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,いいとこ入った!,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,お先に失礼っ!,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ありったけ,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,高揚感,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,至高のダウンヒラー,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ブレイクスルー,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,打開策,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,型破り,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,しとやかな足取り,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,快速,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,イグニッション,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,自信家,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,機先の勝負,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,天衣無縫,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,優位形成,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,神速,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,ルミネセンス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,雲蒸竜変,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,ネバーギブアップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,序盤巧者,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,完全燃焼,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,飛翔脚,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一心不乱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,肉薄,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,掌握,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,本能の解放,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一張一弛,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,たぎる血潮,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,推力十分,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,惜しみなし,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,影踏み,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,怜悧清澄,スクリーンショット 2026-06-14 010656.png,draft,auto_fix:怜悧狡猾->怜悧清澄
東京 芝 2400m,追込,super_recommended,むきだしの情熱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,切り替え上手,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,連鎖反応,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,急襲,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,這い寄る足音,スクリーンショット 2026-06-14 010703.png,draft,auto_fix:追い寄る足音->這い寄る足音
東京 芝 2400m,追込,super_recommended,一歩ずつ前へ,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,才気煥発,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,英俊豪傑,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,瞬閃,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,烈火の如く,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,追跡者,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,真骨頂,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,後の先,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,躍動,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,比類なき,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,覇気十分,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,登竜門,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,足がかり,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,唯一無二,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,パスファインダー,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,悠久走破,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,即断即決,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,闘争本能,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,突破口,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,捕捉,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,夢への挑戦,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,活路を拓く!,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,この手に掴んだ未来,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,追駆,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,好戦的,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,解き放つ情念,スクリーンショット 2026-06-14 010716.png,draft,auto_fix:解放つ情念->解き放つ情念
東京 芝 2400m,追込,super_recommended,好奇心,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,自由奔放,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,麒麟児,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,錦上添花,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,燃ゆる魂,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,勇気凛々,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,才色兼備,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,心惹かれて,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,気ままな足取り,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,千鍛万錬,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,華麗な足取り,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,灯を胸に,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,凛然と,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,遥か先へ,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,気丈夫,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,巨歩,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,阿吽の呼吸,スクリーンショット 2026-06-14 010720.png,draft,auto_fix:鳴呼の呼吸->阿吽の呼吸
東京 芝 2400m,追込,super_recommended,レースの真髄・速,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,情熱と挑戦の先の栄光,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,泰然自若,スクリーンショット 2026-06-14 010720.png,draft,auto_fix:泰然と->泰然自若
東京 芝 2400m,追込,recommended,勝負を懸けて,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,前人未到,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,戦略家,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,聖女の挑戦,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,レースの真髄・体,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,アメリカンドリーム,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,差し,super_recommended,左回り◎,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,左回り○,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,春ウマ娘◎,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,春ウマ娘○,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,乗り換え上手,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,差し切り体勢,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,中距離直線◎,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,中距離直線○,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,中距離コーナー◎,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,中距離コーナー○,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,差し直線◎,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,差し直線○,スクリーンショット 2026-06-14 010313.png,draft,
東京 芝 2400m,差し,super_recommended,差しコーナー◎,スクリーンショット 2026-06-14 010327.png,draft,
東京 芝 2400m,差し,super_recommended,尻尾上がり,スクリーンショット 2026-06-14 010327.png,draft,
東京 芝 2400m,差し,super_recommended,起死回生,スクリーンショット 2026-06-14 010327.png,draft,
東京 芝 2400m,差し,super_recommended,王手,スクリーンショット 2026-06-14 010327.png,draft,
東京 芝 2400m,差し,super_recommended,精神力,スクリーンショット 2026-06-14 010327.png,draft,
