race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,追込,recommended,仕掛け抜群,スクリーンショット 2026-06-14 010641.png,draft,
東京 芝 2400m,追込,super_recommended,ウマ好み,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,スリップストリーム,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,遊びはおしまいっ！,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,決死の覚悟,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,強攻策,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,前のめり,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,super_recommended,下り坂巧者,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ウママニア,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,いいとこ入った！,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,お先に失礼っ！,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ありったけ,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,高揚感,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,至高のダウンヒラー,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,ブレイクスルー,スクリーンショット 2026-06-14 010645.png,draft,
東京 芝 2400m,追込,recommended,打開策,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,型破り,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,しとやかな足取り,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,快速,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,イグニッション,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,自信家,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,機先の勝負,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,天衣無縫,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,優位形成,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,神速,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,ルミネセンス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,雲蒸竜変,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,ネバーギブアップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,序盤巧者,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,完全燃焼,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,飛翔脚,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一心不乱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,肉薄,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,掌握,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,本能の解放,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一張一弛,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,たぎる血潮,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,推力十分,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,惜しみなし,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,影踏み,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,怜悧狡猾,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,むきだしの情熱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,切り替え上手,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,連鎖反応,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,急襲,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,追い寄る足音,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,一歩ずつ前へ,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,才気煥発,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,英俊豪傑,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,瞬閃,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,烈火の如く,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,追跡者,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,真骨頂,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,後の先,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,躍動,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,比類なき,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,recommended,覇気十分,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,登竜門,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,足がかり,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,唯一無二,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,パスファインダー,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,悠久走破,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,即断即決,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,闘争本能,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,突破口,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,捕捉,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,夢への挑戦,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,活路を拓く！,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,この手に掴んだ未来,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,追駆,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,recommended,好戦的,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,解放つ情念,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,好奇心,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,自由奔放,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,麒麟児,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,錦上添花,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,燃ゆる魂,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,勇気凛々,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,才色兼備,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,心惹かれて,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,気ままな足取り,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,千鍛万錬,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,華麗な足取り,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,灯を胸に,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,recommended,凛然と,スクリーンショット 2026-06-14 010716.png,draft,
東京 芝 2400m,追込,super_recommended,遥か先へ,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,気丈夫,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,巨歩,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,鳴呼の呼吸,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,レースの真髄・速,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,super_recommended,情熱と挑戦の先の栄光,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,泰然と,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,勝負を懸けて,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,前人未到,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,戦略家,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,聖女の挑戦,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,レースの真髄・体,スクリーンショット 2026-06-14 010720.png,draft,
東京 芝 2400m,追込,recommended,アメリカンドリーム,スクリーンショット 2026-06-14 010720.png,draft,
