race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,先行,super_recommended,昂る鼓動,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,super_recommended,ネバーギブアップ,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,食らいつき,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,しとやかな足取り,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,快速,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,イグニッション,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,自信家,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,込み上げる熱,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,recommended,十全十美,スクリーンショット 2026-06-14 010103.png,draft,
東京 芝 2400m,先行,super_recommended,品行方正,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,機先の勝負,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,流星光底,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,正攻法,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,初志貫徹,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,強者の証,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,幕引き,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,かっとばせ！,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,序盤巧者,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,飛躍の予感,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,素直な一歩,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,揺るがぬ信念,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,さらなる高みへ,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,recommended,決定打,スクリーンショット 2026-06-14 010107.png,draft,
東京 芝 2400m,先行,super_recommended,怜悧狡猾,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,影踏破,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,ハジける闘志,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,連鎖反応,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,正々堂々,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,才気煥発,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,猛烈激走,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,英俊豪傑,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,アグレッシブ,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,昂る足取り,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,後の先,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,己を信じて,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,躍動,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,recommended,みなぎる闘志,スクリーンショット 2026-06-14 010110.png,draft,
東京 芝 2400m,先行,super_recommended,比類なき,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,夢への挑戦,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,パスファインダー,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,悠久走破,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,解き放つ情念,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,心惹かれて,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,気ままな足取り,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,唯一無二,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,光明,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,活路を拓く！,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,この手に掴んだ未来,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,好奇心,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,自由奔放,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,recommended,麒麟児,スクリーンショット 2026-06-14 010115.png,draft,
東京 芝 2400m,先行,super_recommended,開花,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,迸る気迫,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,力業,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,錦上添花,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,燃ゆる魂,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,順風満帆,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,大車輪,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,目覚めの時,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,意地っ張り,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,千鍛万錬,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,華麗な足取り,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,灯を胸に,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,気持ちを乗せて,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,recommended,余勢を駆って,スクリーンショット 2026-06-14 010118.png,draft,
東京 芝 2400m,先行,super_recommended,行雲流水,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,遥か先へ,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,気丈夫,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,前人未到,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,戦略家,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,百花繚乱,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,大立ち回り,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,淀みなし,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,勝負を懸けて,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,ぶっちぎり！,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,巨歩,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,パラダイムシフト,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,阿吽の呼吸,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,recommended,流れに任せて,スクリーンショット 2026-06-14 010122.png,draft,
東京 芝 2400m,先行,super_recommended,曇りなし,スクリーンショット 2026-06-14 010125.png,draft,
東京 芝 2400m,先行,super_recommended,レースの真髄・体,スクリーンショット 2026-06-14 010125.png,draft,
東京 芝 2400m,先行,super_recommended,アメリカンドリーム,スクリーンショット 2026-06-14 010125.png,draft,
東京 芝 2400m,先行,recommended,レースの真髄・速,スクリーンショット 2026-06-14 010125.png,draft,
東京 芝 2400m,先行,recommended,情熱と挑戦の先の栄光,スクリーンショット 2026-06-14 010125.png,draft,
