race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,逃げ,recommended,逃げコーナー○,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,盤石の構え,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,尻尾の滝登り,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,一番乗り,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,正面突破,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,逃げ切り体勢,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,recommended,追い風に乗って,432d8004-f3c9-45ef-bc77-955a8c941f11.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,逃げるが勝ち！,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,勝負を懸けて,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,前人未到,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,戦略家,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,弾みを付けて,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,レースの真髄・体,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,アメリカンドリーム,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,遥か先へ,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,気炎万丈,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,巨歩,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,阿吽の呼吸,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,レースの真髄・速,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,情熱と挑戦の先の栄光,664fe1e7-4fd2-43b9-b168-349897278284.jpg,draft,
東京 芝 2400m,逃げ,recommended,急ぎ足,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,recommended,テンポアップ,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,トップランナー,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,スリップストリーム,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,遊びはおしまいっ！,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,至高のダウンヒラー,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,盤石の構え,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,キラーチューン,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,recommended,危険回避,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,先頭プライド,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,recommended,いいとこ入った！,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,お先に失礼っ！,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,下り坂巧者,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,逃げ切り体勢,93a40b70-cc0c-4a75-a3e8-5d799f782e68.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,左回り◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,春ウマ娘◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,先手必勝,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,中距離直線◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,中距離コーナー◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,逃げ直線◎,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,左回り○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,春ウマ娘○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,先駆け,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,中距離直線○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,中距離コーナー○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,recommended,逃げ直線○,94e1c41b-bf45-49cd-afff-5b59ff59204e.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,序盤巧者,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,素直な一歩,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,揺るがぬ自信,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,早業,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,切り込み隊長,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,英姿颯爽,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,才気煥発,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,正攻法,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,初志貫徹,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,怜悧狡猾,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,連覇反応,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,後の先,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,破天荒,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,recommended,躍動,9a540192-a8c6-43a8-920c-9010b5dfbeb4.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,踏ませぬ影,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,優位形成,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,神速,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,ルミネセンス,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,雲蒸竜変,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,ネバーギブアップ,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,品行方正,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,粘り腰,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,しとやかな足取り,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,快速,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,イグニッション,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,自信家,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,十全十美,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,recommended,機先の勝負,9fdf5143-969a-4a67-8153-f884d3c1b848.jpg,draft,
東京 芝 2400m,逃げ,super_recommended,麒麟児,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,この手に掴んだ未来,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,好奇心,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,自由奔放,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,錦上添花,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,燃ゆる魂,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,順風満帆,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,解き放つ情念,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,心惹かれて,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,気ままな足取り,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,千両万銭,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,華麗な足取り,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,灯を胸に,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
東京 芝 2400m,逃げ,recommended,気持ちを乗せて,f9ef74bd-5ff9-4e7a-9f99-794eba0523d6.jpg,draft,
