race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,追込,recommended,天皇賞（春）,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,皐月賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,菊花賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,天皇賞（秋）,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,有馬記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,宝塚記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ジャパンカップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,阪神ジュベナイルフィリーズ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,桜花賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,優駿牝馬,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,秋華賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,マイルチャンピオンシップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,スプリンターズステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,チャンピオンズカップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,フェブラリーステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,安田記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ヴィクトリアマイル,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,東京新聞杯,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,京王杯スプリングカップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,函館記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,小倉記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,新潟記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,オールカマー,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,毎日王冠,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,セントライト記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,神戸新聞杯,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ローズステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,クイーンステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,マーメイドステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,アイビスサマーダッシュ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,エルフィンステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,シンザン記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,きさらぎ賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,弥生賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,スプリングステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ニュージーランドトロフィー,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,アーリントンカップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,毎日杯,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,青葉賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,プリンシパルステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,葵ステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,CBC賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,七夕賞,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,中京記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,北九州記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,セントウルステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,シリウスステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,府中牝馬ステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,福島記念,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ステイヤーズステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,チャレンジカップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,阪神カップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,フェアリーステークス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,クイーンエリザベス2世カップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,天衣無縫,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,優位形成,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,神速,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ルミネセンス,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,雲蒸竜変,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,ネバーギブアップ,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,recommended,厚唇巧者,スクリーンショット 2026-06-14 010650.png,draft,
東京 芝 2400m,追込,super_recommended,完全燃焼,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,飛脚脚,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一心不乱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,肉薄,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,掌握,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,本能の解放,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,一漲一弛,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,たぎる血潮,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,推力十分,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,惜しみなし,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,影踏み,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,怜悧清澄,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,むきだしの情熱,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,recommended,切り替え上手,スクリーンショット 2026-06-14 010656.png,draft,
東京 芝 2400m,追込,super_recommended,連鎖反応,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,烈火の如く,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,急襲,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,追跡者,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,追い寄る足音,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,真骨頂,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,一歩ずつ前へ,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,後の先,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,才気煥発,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,躍動,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,英俊豪邁,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,比類なき,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,瞬脱,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,覇気十分,スクリーンショット 2026-06-14 010703.png,draft,
東京 芝 2400m,追込,super_recommended,登竜門,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,突破口,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,足がかり,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,捕捉,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,唯一無二,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,夢への挑戦,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,パスファインダー,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,活躍を拓く！,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,悠久のـ,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,この手に掴んだ未来,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,即断即決,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,追駆,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,闘争本能,スクリーンショット 2026-06-14 010709.png,draft,
東京 芝 2400m,追込,super_recommended,好戦的,スクリーンショット 2026-06-14 010709.png,draft,
