race,strategy,tier,skill,source_file,status,memo
東京 芝 2400m,差し,super_recommended,烈火の如く,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,super_recommended,用意周到,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,super_recommended,真骨頂,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,序盤巧者,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,本能の解放,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,一気呵成,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,連鎖反応,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,急襲,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,下準備,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,recommended,一歩ずつ前へ,スクリーンショット 2026-06-14 010352.png,draft,
東京 芝 2400m,差し,super_recommended,後の先,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,才気煥発,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,躍動,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,英俊豪邁,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,比類なき,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,瞬脱,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,覇気十分,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,突破口,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,足がかり,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,独立独歩,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,押し通る！,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,ストレートハート,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,唯一無二,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,夢への挑戦,スクリーンショット 2026-06-14 010359.png,draft,
東京 芝 2400m,差し,super_recommended,パスファインダー,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,悠久の走破,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,静かな熱,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,不断の鍛錬,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,刹那の勝機,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,闘争本能,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,解き放つ情念,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,活路を拓く！,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,陽炎,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,秘めたる魂,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,この手に掴んだ未来,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,間隙を突いて,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,好戦的,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,recommended,内なる獣,スクリーンショット 2026-06-14 010404.png,draft,
東京 芝 2400m,差し,super_recommended,自由奔放,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,心惹かれて,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,麒麟児,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,気まぐまな足取り,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,錦上添花,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,千臓万臓,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,燃ゆる魂,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,華麗な足取り,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,行雲流水,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,灯を胸に,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,遥か先へ,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,淀みなし,スクリーンショット 2026-06-14 010410.png,draft,
東京 芝 2400m,差し,super_recommended,勝利を懸けて,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,大志を抱いて,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,前人未到,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,戦略家,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,一騎当千,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,流れに任せて,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,聖女の試練,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,有志竟成,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,気丈夫,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,巨歩,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,阿吽の呼吸,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,大立ち回り,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,追尾,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,recommended,聖女の挑戦,スクリーンショット 2026-06-14 010414.png,draft,
東京 芝 2400m,差し,super_recommended,巨人,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,阿吽の呼吸,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,大立ち回り,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,追尾,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,聖女の挑戦,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,レースの真髄・速,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,レースの真髄・体,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,情熱と挑戦の先の栄光,スクリーンショット 2026-06-14 010419.png,draft,
東京 芝 2400m,差し,super_recommended,アメリカンドリーム,スクリーンショット 2026-06-14 010419.png,draft,
